LABEL,TEXT
TRUE,"The best way to respect all religions is to show favoritism to none.	""No religious activities in schools. Christian Jewish Muslim Hindu Sikh Buddhist Jedi Star Trek etc... NONE. ""	"
FALSE,CBC - The decision by the school board to allow prayer of any religion is so wildly inappropriate that we need the back story on the people who authorized this and what is behind their decision. This is bizarre! 	
TRUE,"There is no place for religion in schools nor should taxpayers subsidize any religion's prayer services. I do not care if the person is Christian Muslim Jewish Hindu Zorastrian Buddhist Jainist Wiccan Protestant Catholic Orthodox or Pagan their beliefs belong in premises financed by their believers not the government. 	""Constitutionally Canada has no religion although some mistakenly believe we are a Christian nation even though legally that argument has no ground. Lets keep it that way. Allowing prayer in schools leads to prosetylization and that is unacceptable. ""	"
TRUE,If it's paid for seperately and held outside of class hours what's the problem? Other groups are obviously free to do the same thing. It's not like it's a part of the curriculum. 	
FALSE,Yes How can GOD protect you protect you(us) when you donot want HIM around	
FALSE,"First	"" If your going to say something that learn to spell """"allowed"""". Second"""
TRUE,"If we allow Christian students to pray you must allow Wiccan students to pray Jewish Islamic Muslim. 	You have to allow ALL of them to pray and wear their religious symbols. You have to agree to not frown upon them not participating in group prayer. 	""If schools would agree to this then why not?""	     	"
TRUE,"Our country operates under the US Constitution which is the Supreme Law of the Land the colonists of many beliefs cultures creeds and backgrounds fought and died for in the Revolutionary war to expel a distant omnipotent British King from interfering in their lives. Let's face it religion has historically been the crux of most human cruelty and warfare in this world and our founding fathers were not only acutely aware of these facts but personally knew how dangerous religion can be to a society if it's not kept in check (see Church of England ). 	""The primary objective of schooling is to provide children with the tools necessary to go out into the world and support themselves so they will not be a burden upon society period. Religion is a personal choice that one accepts or rejects whereby 98% of children take on the beliefs of their parents. I know for A FACT Christians would be up in arms if they were forced to pray or accept Buddah so why they have come to believe its OK to force Buddists and others to pray to their religious icon (god) is beyond me. Don't get me wrong  I have no problem with a student conducting a SILENT prayer before a test eating lunch or easing some stress  but it should never be incorporated into the ciriculum or activities where children of many different beliefs/non-beliefs must go for the sole purpose of obtaining an education . ""	""This is exactly WHY our founding fathers incorporated the first amendment into the """"Bill of Rights"""" so no one religion could invade the freedoms liberty and rights of others to choose their own beliefs without interference especially from the government ! Like they say """"your rights end at the tip of my nose"""" and when I go to school it's to learn the three R's not be subjected to religious dogma. """
TRUE,There is a time and a place for everything including religion . Public School is not the place for religion unless we are doing a Comparative Religions course in which all views are examined. Prayer is something that needs to be and should be taught in the home by parents. If you want children to pray at school  there are plenty of Catholic and other private schools available. Otherwise any discussion of religion should be strictly technical. 	
TRUE,"Children do not have the intellectual capacity to critically evaluate religious dogma. Teaching religion to children who are not capable of critical thought should be considered a form of child abuse. 	""Children believe in magic because they have not been educated enough to know when they are being deceived. Santa Clause can visit everyone's house on Christmas Eve! The Easter Bunny left you chocolate in the back yard! If you catch a Leprechaun you will get his pot of gold! The tooth fairy left you free money! ""	""Eventually the parents come clean on their deceptions on all of these topics except god. The unfortunate side effect is that as these children grow into adults that cannot unlearn the myths taught to them in Sunday school and sit on the state board of education in many states. ""	""Is the Earth 14 Billion years old? or 6000? God placed fossils on the Earth just to fool the archeologists into believing in evolution . That Jesus! What a kidder! And god has to spend most of his time red-shifting light from every light source in the universe just so that our astronomers believe that the universe is 14 Billion years old rather than 6000. Whew! No wonder he has to rest every Sunday. ""	""So now we have to seriously debate folks who believe in the literal version of their holy books (because the book says that everything in the book is true!). They will discount and distort easily observed facts so that their belief system is unchallenged. ""	""Our country needs more people trained in math and science and yet the education system has to tip-toe around organized religion and the dogma contained in ancient holy books. ""	""The good news is the American Religious Identification Survey (2008) indicates more Americans are reaching this conclusion and freeing themselves from organized religion. It is my hope that the trend away from churches will accelerate. But we must stop the indoctrination process that young children are forced into. """
FALSE,Prayers wishes hopes to a god or generic spiritual theme are OK if there is no dogma attached Can we stop people from wishing or hoping? or is it just God the problem? In the big picture of a FREE SOCIETY --it requires a God concepta developing conscience and a general plan to enhance and ennoble society; otherwise we must fall under some kind of oppressive control Note that Godless Russia survived only with ruthless oppression. My personal thought is we must start building a God  virtue and idealism into our society as did our forefathers Agnostics atheistsshould appreciate the societal value. 	
FALSE,I don't believe that anyone is saying that students shouldn't be allowed to pray in school... in the form of an individual saying grace over lunch or before the start of a test... 	The issue is with official prayers read over the loudspeaker or otherwise directly sanctioned by school authorities. 	
TRUE,Why can't we have a moment of silence? I can see disallowing vocal prayer. A school is a public institution. It might offend some people. But say a classmate has died. Would a moment of silence be out of order? And during a moment of silence cannot some students pray and others reflect? 	
TRUE,As a student i think schools should definately support prayer in schools . No amount of teachers and staff can keep students from throwing up a prayer before class or a test or before they eat lunch. As far as a moment of silence during homeroom I say why not?. Children who don't want to pray don't have to and those who do can have their concentration to do so. A moment of silence doesnt require students or teachers to pray; Prayer isnt even mentioned in the words so why make a big deal of it?. I fully understand nonbelievers or nonreligious people who dont pray but their moment of silence can be used for relaxation or even sleep if they want. 	
TRUE,"The bible says to pray in private. It also says to not use God's name in vain. It's ironic that it is viewed as anti-christian to not want prayer at school and in public venues to not want ""In God We Trust"" on our money and to not want ""One nation under God"" in the pledge of allegiance because we really haven't earned that claim. Funny I really could care less if people are offended by these things but I am quite concerned that God might be. As far as prayer in school I think a moment of silence to allow a private prayer of any type for anyone who wishes to give such is most appropiate. 	"
TRUE,"Hello	""I constantly hear and read the cliches ( no offense ) """"I am not ______ but I don't the ______ should do _______."""". Give me a break! Either there is Religious Freedom or there is not. """"How long will you waiver between two opinions?"""" All or Nothing people there cannot be middle ground. Why? Well duh it is this simple""	"" Religion is a structure of beliefs that influence everything you do think and say. It by definition must be NUMERO UNO in all areas of life. Saying a student or a teacher can't pray is a OBVIOUS VIOLATION OF RELIGIOUS FREEDOM! WAKE UP AMERICA PLEASE! """"Thanks Michael Byrd""	"
FALSE,"Anyone remember Bill Gothard and his Institute in Basic Life Principles out of Indianapolis and their ""seminars"" held all over the U.S. and outside of the U.S. and their push for homeschooling? I recall meeting people from this group in my younger years . . . I guess they are still going strong and every now and then you hear a politician in Alaska or somewhere that is pushing their agenda on the community. 	"
FALSE,1) You basically just insulted the Christian God. 2) While I do believe in no help from God without the putting out of effort on the worshipper I do not believe as stated in a previous reply that prayer in the Christian religion is about asking for good things that you want but for the forgiveness of our trespasses and for the well being of those around us. IT is for spiritual protection forgiveness and for some it is a way to keep their heads high in this dismal world.
TRUE,"Thank you for bringing this tragedy to light. I am a Christian an educator a student and a parent and I have seen too many children like the Powells. As an admissions officer we had applicants whose ""record keeping"" consisted of sending boxes full of paper for our office to review as part of the application. If their students did get an interview which was rare they didn't have the social skills to survive the first round. 	I personlly am acquainted with four families who are home schooling their large families. All four have no intention of book-schooling their daughters past age 13 as they need to learn 	""homemaking skills"""". One of the girls who has not been taught for two years could be Josh Powell's twin. She is intelligent and desperate to learn but her parents won't allow it. It is heartbreaking. """"That the Commonwealth of Virginia has such a rich tradition of the education of young people and allows this travesty is shameful. All of us no matter our religious beliefs need to pray that the law changes before more smart children are left behind. """
TRUE,first praying is not asking good for things like i want a bike i dont want braces its asking god for forgivness. and second catholics dont spend there whole weekend in a church praying its only one hour. one hour out of 48 is not alot. ok so i think giving five minutes up a day during school as prayer time where everyone prays in there heads i think would be ok. i go to a private catholic school and at school we pray three times it not that much and only takes up like 5 minutes total for the whole day
FALSE,Freedom. worship.	
FALSE,"No the state -can- infringe upon religious -acts-. The establishment clause provides that government shall not establish an official religion. The free exercise clause only seems to cover freedom to hold religious beliefs. Religious -acts- on the other hand are subject to state regulation. Laws against polygamy are subject to state regulation because the state claims that polygamy is in direct conflict with its interests. Other acts (like animal sacrifices) also appear to be subject to state regulation. 	""If a particular law impedes “religious” activity even indirectly it violates free exercise clause of this amendment unless impediment is justified by compelling state interest arising from some substantial threat to public health safety peace or order and is the least restrictive means for protecting the compelling state interest. Forest Hills Early Learning Center Inc. v. Lukhard C.A.4 (Va.) 1984. ""	""State may justify its infringement of religious liberty if it is necessary to accomplish overriding governmental interest. Scott v. Rosenberg C.A.9. (Cal.) 1983. ""	""If law is not neutral and of general applicability government may justify its infringement on particular religious practice only by demonstrating that the infringement is narrowly tailored to further a compelling governmental interest. Rader v. Johnston D.Neb.1996. ""	""In determining whether law violates Free Exercise Clause if law is not neutral and of general applicability then law must be justified by compelling governmental interest and must be narrowly tailored to advance that interest. Phelps v. Hamilton D.Kan.1993."""" U.S.C.A. Amend. 1 """
TRUE,I'm a teacher. If a student wishes to silently pray during my class I do not have a problem with it. However when they want to pray out loud or with a group I consider that a disruption and therefore not acceptable. I also don't think teachers/administrators leading prayers over the intercom or whatever are acceptable. However voluntary non-disruptive silent prayer is fine. 	
TRUE,"The majority of home schooled children I have met and had contact with are smart and get along well with adults but have an awful time relating to other children. That within itself is a major problem	"" these children do not receive that personal contactt with other children of their own ages. They simply do not learn to interact with their peers and thus are constrained by that pressure the rest of their lives. Happily some parents realize this and have their children participate in other groups such as church Scouting 4H etc. to get that additional group support and friendships amongst their peers. This is an important part of education and goes along with the actual learning skills and knowledge required of todays citizen in order to further their education get a job and advance through life. """"The parents described in this article are doing their children a disservice by refusisng to not only let them but require them to have that knowledge required in todays workplace. They have robbed them of the chance to advance in life and that is child abuse. This state needs to immediately back off on the present rules and fix the problem. Let us required the children to take standardized tests. Let us require the parents to insure those children learn the same subjects as their age peers in public or private schools. Let us stop the nonsense and abuse. """
TRUE,I too believed that out nation is under a great fall due taking prayer out of schools and attempting to take God out of everything we do. Our country has lost morales and respect for God. This country in now the most liberal county we allow everything to go. After all that God has done to make this the richest land ever this is how we show our thanks. But do remember – God is not mocked. Every knee shall bow and every tongue will confess the Jesus Christ is Lord. There will be reprecusions for the choices that have been made without God. 	
TRUE,I believe the demise of our schools are solely due in part to the removal of prayer in schools.When you remove God you invite everything that is wicked to come in and destroy.Removal of prayer in schools is not a violation of the third amendmant. 	
FALSE,Listen you can’t soley blame depleting morals based on the removal of God from schools. If one truely believed in God or wanted to there’s always Church to go to. The U.S. Government cannot inforce or support the church and it’s ways. I have no set religion for I am unsure which is the right one for me. I believe that morals is a family constructed issue. You cannot blame the school for bad morals blame the household in which the students derive from. If anythinf there’s still private school out there to send our kids. But I’m still saying morals is a family touched and tought issue not the school. 	
FALSE,"Let’s not blame the lack of prayer in school against the late Madeleine O’hare. She and all of her followers (atheist/agnostics) are still in the minority – there are a lot more Christians (or at least a lot more claiming to be). And when I was in school no one stopped me from praying when I wanted to pray. If all the Christians in America decided to stop at 10	00 AM on Thursday and joined in a collective prayer – who’s going to stop them? How bad do we want to pray in school – that’s the question? How bad did Daniel in the Bible want to pray? Bad enough that he was willing to put his life on the line. How many Christians “really” want prayer in school? How many are willing to go to prison for standing up? And if they put all the Christians in prison for praying – then who will pay the taxes to support the prisons? 	Rosa Parks did not want to give up her seat to a white man on a Montgomery public bus one day – and was willing to go to jail to support her principles. 	""Christians need to stop complaining and acting like victims of the “system.” We are victors – not victims. And I can pray anytime I please – anywhere I please – and no one can stop me. They can kill me they can put me in jail – but they can’t stop me from praying – in the school on the bus at the store or in the football stadium. ""	The government or O’Hare or no one else took prayer out of the school. Christians just simply stopped praying – period! 	""Christians stop blaming the government and the atheist for taking prayer out of the schools. Fact""if you’re a “person of prayer” – then no one can stop you from praying unless you give them permission to do so."
TRUE,I believe that prayer being banned from the public school systems was by far the most uneducated and most of all immoral thing that could have been done. Not only has it affected the schools it has also affected the homes and the homes and its inhabitants. Me being a young teen in school have witnessed first hand to this and i can truly say that prayer should be allowed in schools. Every one does not have to pray if you choose not to then that is your choice. Please don’t let the ignorance of 10 people ruin a nations well being!!!
TRUE,"Prayer being removed from school is just the leading indicator of a nation that is ‘Falling Away’ from Jehovah. It is just another sign of moral/spiritual decay of the American. And the disasters we see today are simply God’s finger writing on the wall	"" Mene mene Tekel Upharsin; that is God has weighed America in the balances and we’ve been found wanting. No wonder 50 million babies have been aborted since 1973. No wonder hundreds of earthquakes have popped up in ‘divers places’. No wonder Hurricane Katrina smote New Orleans just before a gay rally! No wonder our economy is nose-diving! THink About it! God’s speaking to us. We can ignore Him or listen to Him. Just know He will judge the wicked. Whew! I’m ready. """
FALSE,Really? This is completely ridiculous. I guess i could play the blame game like most christians do but i won’t. You aren’t a sociologist… you don’t know what causes moral decline… 	
TRUE,"Wow here we go again. Christians blaming moral decline on prayer being taken out of school. How pathetic. Are we so weak minded? Japan where no one prays at school has the lowest crime rate of any developed nation. I mean c’mon! Even Jesus was against school prayer. Matt 6	""5-6 Anyways children can pray in school if they want to. That right hasn’t been taken away they merely need to keep it to themselves. It just isn’t fair to have prayer required in schools. What about the other children who believe in a different religion or have no religion? But of course. These types of Christians only care about themselves and THEIR beliefs. To hell with everyone else. Inconsiderate bigots. """
FALSE,Amen brother. AMen	
FALSE,I know first hand that prayer in public schools is not dead. I am a christian but I attend a public secular college university. I attended a sports awards banquet last night. Before the meal we had and the ceremony an athletic staff member got up and delivered a public invocation or blessing for the meal and the ceremony. Surprisingly enough nobody stood up in anger or hatred. Nobody got up shouting pleas of detest. those who wanted to participated in the prayer and those who didnt simply sat there in silence and showed respect for those who did participate. As hard as the government tries they will never full banish religious practices in schools. God is too powerful and so are his believers 	
TRUE,I Don’t believe Prayer should be banned from school. yes it is a private and personal thing but students should have the ability to do it when they wish. Look at it from not a religious point. For instance sports people dont have to play the sport but some sign up. Prayer should be an option but not completly banned from schools. 	
TRUE,Prayer should be back in school to give these kids that are going up a sense of belief trust and fear of God because kids these days think they could do anything they want to and get away with it. 	
TRUE,"Who are you all to say that we need God in our lives. This entire article is ridiculous. You are still allowed to pray in school as long as it doesn’t affect the education that the school system is trying to give our children. You can pray quietly whenever you want and does the bible not say inMatthew 6	""5-8 “And when you pray do not be like the hypocrites for they love to pray standing in the synagogues and on the street corners to be seen by men. I tell you the truth they have received their reward in full. But when you pray go into your room close the door and pray to your Father who is unseen. Then your Father who sees what is done in secret will reward you. And when you pray do not keep on babbling like pagans for they think they will be heard because of their many words. Do not be like them for your Father knows what you need before you ask him.” ""You can pray whenever you want. Church may also be a good time for that kind of stuff.	""You cannot expect to hold up class time and such and force other people of other religions to listen to Christian prayers Jewish prayers Hindu Muslim whatever it is not right to force people who do not share the same feelings about religion as you to sit there and listen to you pray is insensitive to the beliefs of others. You cannot be so ignorant to say that your religion no matter what it is is the correct religion there is no proof that it is the correct one. If there was a correct religion and we knew about it then everyone would most likely be it don’t you think. Why are there so many religions in the world. Because no one knows what the right one is. Look at it this way. How many religions have been founded or made off the words of one man. All one man has to do is get people to follow him and how does he do that. He instills fear into people. People are always afraid. Always thinking of death and what could or won’t happen next. Now if your scared enough and all of a sudden in what seems like coincidence someone comes up to you and says hey you know what. I can save you I can save you from what’s to come. But you must donate so that I can build a better platform to get the word out that I can save people you must help me you must donate and don’t forget don’t do this … this and this… or else you will not go anywhere remotely nice when you die. You know this sort of thing gets to me when people think that they are right about they’re religion or topics. Ignorance is truly bliss. Now in lieu of that last statement I am not saying that I am right in anyway shape or form. I believe that everyone should be allowed to believe whatever they want to believe and pray to whomever they want to pray. But what does bug me and what I do feel is unacceptable is when people try to impose they’re religious beliefs FORCFULLY on someone else. Who do you think that you talking to a non-religious person is going to get them to change or believe what you believe. Last time I checked you were supposed to let God do that kind of work. You know about 60 % of religious people that I have personally met are hypocrites they preach about this and they preach about that and then once they are done putting on there Sunday best they go home drink a fifth and beat their kids. Now I understand that there is GOOD and BAD in everything. Not all religious folks are good people. Not all prisoners are bad people. Hell not all bad people are BAD people. Maybe just a bad choice or two has led them down a path that they did not intend to be on. I highly doubt most bad people as kids are thinking to themselves “ You know what when I grow up I don’t want to be a fireman I want to hurt people”. That is the kind of thing that parents are supposed to be teaching their kids not to do. Parents are the ones that are supposed to be teaching they’re kids values and morals and what is right and wrong. O’ and side note all those parents that think that “Angry Music & Video Games” are the root of all evil and its what’s causing your children to become evil and lash out at society. YOU ARE IDIOTS. I apologize but your child may be playing violent video games and what not but when they go out and rape or shoot someone. It will not be because of the video game it will be your lack of parenting maybe you should have hit them those last few times. And if any of you are saying “Well what about the belt?” there is a difference between getting a belt to the butt and physically assaulting your child multiple times with your fists. ""	SOCIETY SIDE NOTE	"" The reason that society is bad today is not because of the lack of Fear for God. It is because of what our society has become. Our society has become so concentrated on how people FEEL. That if someone is FEELING bad and they don’t FEEL like going to work today then they don’t. In today’s society it has become acceptable to avoid all sense of responsibility. I know that more than half of you remember when you were young if you didn’t do what your father told you you were going to get the belt and you know what you sure never made that mistake again. Now you even show your child a belt with the intention of hitting him/her and your own child can sue you. People today are basically in my mind for a lack of a better word soft. I remember my Grandfather telling stories of the horrible things that he was forced to do in WWII things that no one should ever have to go through NO ONE (at 19 mind you). Yet you walk down the street or listen to the 18-24ish yr olds today and they are complaining about having to work more than 6 hours at a decently paying job. ""Ok if anyone has actually read this entire thing I thank you for your time and I apologize if I have jumped around a lot. 	""In conclusion I personally believe that forcing prayer upon our children in the class room is wrong. If you want prayer forced send your child to a religious specific school. If it is a public school it should be a place where all cultures and all religions and all people should be able to come and feel comfortable in order to do what they are there to do which I’m sorry is not to learn about religion. It is to learn and become educated and become the successful people that we all know they can be. Forcing your religion on someone else is wrong and if your faith is not strong enough to withstand any of the statements above without you becoming frustrated or enraged then maybe you should visit your local religious establishment and pray for open mindedness and patience. Thank you for your time. ""	#NAME?"
TRUE,"Individual prayer is not banned from schools but school-sanctioned group prayer is and for a damn good reason. 	""Not permitting group prayer sessions in schools is not the same as kicking god out of schools. Not at ALL. And you are all doing a huge disrespect to people that have actually been put through pain and killed over their religious beliefs in other less-free nations and in other places in the past. To play this debate off as some kind of religious persecution only weakens your message to anyone with a shred of common sense. ""	""There’s absolutely nothing stopping kids from bringing God into schools with them in their hearts and minds. But public schools are an open secular institution. If you feel that your kid isn’t getting enough of God you need to stop blaming schools and instead step up to the plate yourself. ""	"
TRUE,"As you know We’ve been working real hard in our town to get prayer back in our schools. Finally the school board approved a plan of teacher-led prayer with the children participating at their own option. Children not wishing to participate were to be allowed to stand out in the hallway during prayer time. We hoped someone would sue us so we could go all the way to the supreme court and get the old devil-inspired ruling reversed. 	""Naturally we were all excited by the school board action. As you know our own little Billy (not so little any more though) is now in the second grade. Of course Margaret and I explained to him no matter what the other kids did he was going to stay in the classroom and participate. ""	""After the first day of school I asked him “How did the prayer time go?”""	“Fine.”	“Did many kids go out into the hallway?”	“Two.”	“Excellent. How did you like your teachers prayer?”	""“It was different dad. Real different from the way you pray.”""	“Oh? Like how?”	""“She said‘Hail Mary mother of God pray for us sinners…’”""	The next day I talked with the principal. I politely explained I wasn’t prejudiced against Catholics but I would appreciate Billy being transferred to a non-Catholic teacher. The principal said it would be done right away. 	""At supper that evening I asked Billy to say the blessings. He slipped out of his chair sat cross-legged closed his eyes raised his hand palms up in the air and began to hum. ""	""You’d better believe I was at the principal’s office at eight o’clock the next morning. “Look” I said. ‘I don’t really know much about these Transcendental Meditationists but I would feel a lot more comfortable If you could move Billy to a room where the teacher practices an older more established religion. ""	That afternoon I met Billy as soon as he walked in the door after school.	""“I don’t think you’re going to like Mrs. Nakasone’s prayer either Dad.”""	“Out with it.”	“She kept chanting Namu Amida Butsu…”	The following morning I was waiting for the principal in the school parking lot.	""“Look I don’t want my son praying to the Eternal Spirit of whatever to Buddha. I want him to have a teacher who prays in Jesus’ name!” ""	“What about Bertha Smith?”	“Excellent.”	I could hardly wait to hear about Mrs. Smith’s prayer. I was standing on the front steps of the school when the final bell rang. 	“Well?” I asked Billy as we walked towards the car.	“Okay.”	“Okay what?”	""“Mrs. Smith asked God to bless us and ended her prayer in Jesus’ name amen just like you.”""	I breathed a sigh of relief. “Now we’re getting some place.”	""“She even taught us a verse of scripture about prayer” said Billy.""	I beamed. “Wonderful. What was the verse?”	""“Lets see…” he mused for a moment. “And behold they began to pray; and they did pray unto Jesus calling him their Lord and their God.” ""	""We had reached the car. “Fantastic” I said reaching for the door handle. Then paused. I couldn’t place the scripture. ""	""“Billy did Mrs. Smith say what book that verse was from?”""	""“Third Nephi chapter 19 verse 18.”""	“Nephi what?”	""“Nephi” he said. “It’s in the Book of Mormon.”""	""The school board doesn’t meet for a month. I’ve given Billy very definite instructions that at prayer time each day he’s to go out into the hallway. I plan to be at that board meeting. If they don’t do something about this situation I’LL sue. I’LL take it all the way to the Supreme Court if I have to. I don’t need schools or anybody else teaching my son about religion. We can take care of that ourselves at home and at church thank you very much. """
FALSE,By the time he was 16 he had never written an essay. He didn’t know South Africa was a country. He couldn’t solve basic algebra problems.  	Sounds a lot like public school.
FALSE,who gives a crap if we can or can’t pray in schools im a student in high school and i pray whenever i want even thoe we aren’t supposed to… I don’t care they can’t stop me and like they would say anything they can’t put me in jail for it anyway there is a freedom of speech and i will exercise it to talk with god just because its talking with god doesn’t mean it isn’t talking. 	
TRUE,hi.i am a 35year old lady who would love to see prayer back in the schools. i am writing a paper for my college writing class about the situation. only God himself can turn this world around and i believe He is tired of all the corruption caused by man. He is soon to return so we all need to be ready when He comes. prayer should be done openly and privately. please lets get prayer back in the schools to eliminate all the violence. invite the Lord in and watch the transformation.
TRUE,A little prayer never hurt anybody.	
TRUE,I will be using this article for my school assignment as well. Not because I am pro prayer in school but because I got stuck with the topic. Honestly i think that if people want to pray on their own time let them. But why must we have a mass function to pray? What about those who don't believe? Do you really need the whole school to pray at one time to reinforce your beliefs. If morality is declining its because of religion not getting taught in the home well. School has nothing to do with it 	
FALSE,Most people don't know the difference between weight and mass good luck home schoolers.	
TRUE,It’s amazing all the people who truly believe a simple prayer should be not be uttered in the public arena . Our Founding Fathers NEVER believed of supported this. They prayed in public and supported prayers given by public officials – recognizing the Divine help and guidance given in the forming of this Nation . The phrase ‘separation of church and State ‘ is not in the Constitution . That was a construct of the Warren Court . That phrase was written in a letter by Thomas Jefferson to a group of Baptists in Danbury Conn. He stated that the First Amendment would provide a wall of separation between the government and them so that the State could not hinder them from practicising their faith as they saw fit . That was the true origin of the phrase and it’s meaning . It no way and in no form did our Founding Fathers mean to eliminate prayer or faith from the public area . 	
TRUE,I agree. It’s time to get prayer in there. Our children are suffering. Our founding fathers were all Christian and we came here for religious freedom. It’s freedom of religion not freedom FROM religion. There’s a lot of jews and muslims in public schools but it will help them too. If we don’t get this country back for us we will be in trouble. We are a great country because of Jesus he helped us fight in world war II and now the fighting is here on our front door step. I can’t believe that the supreme court took prayer out of school. We need to get a real president with real Christian values. In fact every president we have ever had was Christian. We never had a jew as a president. doesn’t that mean something? There is no such thing as separation of church and state and let’s show the world that we’re not going to take this secularization of government any longer! 	
TRUE,People should be free to worship when where and who ever they want. All of you who want prayer out of schools keep saying go to a Christian school but why should we have to go to Christian school when the very foundation of the “public” was founded on Christianty? If you go to a school that did force prayer then I can see where you would be offended or upset but the majority of schools that had prayer did in no way force it on anyone. The first amendment does not say “separation of state and church” however it does say “FREEDOM OF RELIGION”. Why should the majority of Americans have to do something we don’t want just because a few people get offended? All of you nonbelievers are all for “do it quietly” or “go to a Christian school” but what makes you think we don’t get offended by that? Many of you say it shouldn’t be allowed and we are wrong for wanting it but what makes you think you are any better to not wanting it? It doesn’t seem fair that you can talk bad about our religion and the Lord in his self but we can’t talk good about Him. All of you are complaining about how we are trying to force our religion on you but look at yourselves you all a trying to force our religion out of us as well. 	
FALSE,I can’t help myself but I need to correct some errors that I read from an earlier post post #7 the 7th down (Patrick’s). It was Caesar Constintine who turned Rome into a Christian state not Alexander and he outlawed the persecution of Christians he didn’t pursecute those who were not. And it was the “Catholic church” not the “Church” (the church made up of all of the believers) that was straying from what the apostles had taught and were running the state and the reformation took place during the end of the Renaissance to the beginning of the Baroque periods not the Medieval period. And the separation of church and state in the constitution was so that a goverment couldn’t tell a person how to worship not the other way around. And the question is never “what is best for Christiantity” because Christ is who He is and He never changes nor does His word. You are either a Christian because you have believed on Him and trusted Him as your savior (a Christian; follower of Christ) or you haven’t (the lost; not a Christian.) I hope this helps anyone who might of been confused from earlier incorrect statements.
TRUE,I’m a 14-year-old student doing a research paper on prayer in schools. Alothough from most of the comments from the other users are mostly negetive prayer in school isn’t needed. Just because America doesn’t have an “official religion” doesn’t mean it’s going to “go down in ruins.” Nobody is as crazy as they were before the abolishment of prayer in schools.
TRUE,Satan has been building his Kingdom here on earth far to long; and we as Christians need to stand up and take back what God has given us. “Our Schools.” If you know your bible You know that Santan wants to be God. But GOD said the earth is the Lords and everything thats in it.The people and the fullness there of. America is a Christian nation. That means Jesus Christ is the center of everything we do. And I’m ready to take it to the President of the United States if I have to. Put Prayer and the Ten commandments and everything Godly back into our school. When I was growing up I looked forward to praise and singing hymns in class. I want to see my grandchilden honoring God in school as well. 	
TRUE,Rita I agree with everything you just said. We need GOD back in our School’s and kick Satan right out of out lives. Christians problem is that there letting the non-believers and Atheists take over our Beautiful Country…. IT’S TIME TO TAKE OUR COUNTRY BACK TO OUR ONE true
TRUE,For those of you who seem to think that we’re blaming the schools well you need to re-read the article. It was the government that imposed the ban of prayer and those who didn’t pray had a moment of silence to begin each day. Praying by children at the beginning of each school day taught moral respect for everyone Christian and non-Christian alike. We learned to take ourselves and each other more seriously with everything we did. We held ourselves and each other accountable for our individual actions. 	
FALSE,I s-can any resumes I get that have even a whiff of home-schooling on them.	
TRUE,Wow anyone who does not believe prayer should be in school has not studied history. The fact is that as long as we were a praying nation in school and in government we were truly a blessed nation. Since that was removed almost 50 years ago we have been spiralling out of control. Just because you don’t believe something doesn’t mean it doesn’t exist. Try reading the BIBLE and see what it says. Every knee will bow and toung confess that JESUS is LORD. You don’t have to believe it but it’s true.
FALSE,Homosexual marriage will be the ruin of the nation. I will fight against it until my last breath. It is one thing to allow it in homes and behind closed doors. It is an entirely detrimental issue when such perversions are shoved down the throats of children K-12.
TRUE,Ah yes the shining examples of the ignorance of home-schooling is well displayed in the majority of these posts. I would respectfully recommend you actually take the time to learn about home-schooling before posting such ignorant and hateful words but alas the products of a liberal and intolerant educational system cannot possibly fathom such a possibility. 	
TRUE,since the shooting at chardon high school in ohio ive heard alot of people asking Why did God allow this to happen? NEWS FLASH EVERYONE God did not allow this to happen. The elected officials in the so called free America did they took God out of our schools It’s time that we take a stand and demand that God be invited back to our schools where he longs to be 	
FALSE,The only problem with your article is that the US Constitution DOES NOT support Christianity.	What they are doing wrong is interfering with the rights of the students WHO DO want to express their respect for The Creator as long as it does not collide with the rights of those who do not. 	Instead of an and/or situation we need a simple/basic law that will allow students to opt out of public prayer without getting in trouble so students who wish to follow can freely do so. 	The law does not have to be paragraph after paragraph long like how Atheists like to make their laws as complicated as can be. 	Also Extreme Atheists ARE banning people from being able to worship the Creator in public places like banning Christmas and taking God out of US coins. 	There are other stupid incidents but I cannot remember them all off the top of my head but in other words we are going down a dark spiritualess path. 	Right now in the entertainment industry things are either very naught with love for the self or very stupid NOT teaching you anything in a fun engaging way where you don’t fully realize you are being taught something. 	I miss the fun educational video games that had adventuring as a theme.	
FALSE,At this point in our history with government run schools that are failing by almost every standard it may be the time to shut them down. Open private schools that are free to teach religion have prayer Bible reading and let each parent decide where they want to send their child. This would be the American Freedom of choice and Free Market Place that gives you the best product at the best price. The government once it ruled on religious practice in the schools crossed that high wall which was to separate church and state. It did not rule impartially but rather it ruled against God. Parents would become more involved in their child's education once they were forced to make a decision on education. 	
TRUE,I will like to start prayer in the schools of Moses Lake Wa. Do you have any advice on how to start to get people together and have the law changed and to allow school prayer back so it will be constitutional? 	
TRUE,The rulers in that time shouldn't have banned prayers in schoolthey are going to be responsible for what we are seeing today its simple prayers in school filled with God are effective but if they are empty prayers surely those who don't believe might do whatever it takes to destroy our christian principles so listen up Christians don't let anyone do this! Stand up for what is right! Not what secular men say is right but you should stand up for what God thinks is right! Doesn't matter what people might say it matters more what God says about you! 	
