183,@SuzeQKnits How is the vaccine holding up against them? So sorry that you are having to deal with all of this but glad you are there for these folks! 
184,The vaccine is not mandatory. Why are perfectly healthy people signing up to take it?
185,"I also don’t want to make this post about me. I’m sharing this story in hopes that others who are hesitant would think twice, talk to people they trust that understand science and get the vaccine when they can"
186,Team DeSantis: Biden White House Pushing ‘Intentionally False Narrative‘ on Vaccine Distribution https://t.co/9DYfGzunoI via @BreitbartNews
187,"You can still do the right thing, remove the restriction and let others to freely import vaccine!! #โควิด19 #โควิด https://t.co/SyxGymRnju"
188,"Read Donald Lee @ATD4thWorld @ATDIntPresident's message on #WHD2021! ""Beyond shameful inequalities in vaccine availability, we must start now to address more fundamental health &amp; social #inequalities that plague our societies."" https://t.co/dlb0eK9Hnm #HealthEquity #SocialRights https://t.co/GgaW025yHX"
189,"CDC asks Walgreens to give Pfizer vaccine doses three weeks apart, not four!  

In NACI pushes to 4months.   3.4 months more than Pfizer protocol. 

 protecting their citizens.   protecting Justin’s numbers!   

https://t.co/w4QPnKGR7r"
190,Immediate side effect of CoVid vaccine= happy tears!!! Thanks again @wolsteincenter @NationalGuard proud to be in Cleveland to end this pandemic!
191,"Captain of Calm, Professor Van Tam in charge of the AZ vaccine press conference. He’s a no nonsense, straight talking guy and I trust him #JVT"
192,What’s it like to want open borders and also vaccine passports?
193,"Why are Conservatives pushing vaccine passports when it is clear they are an attack on our liberties?

Great to see Texas has banned them 

https://t.co/N9bbUws7F5"
194,"RG warned about Demonetization he was ignored.

RG warned about GST he was ignored.

RG shouted about #RafaleScam he was ignored.

RG warned about Covid in Feb 2019 he was ignored.

RG warned about Vaccine strategy and here we are today, with Maha shortage of vaccines. https://t.co/PjwtZIadqn"
195,"Our graphics to illustrate the potential benefits and potential harms of the AstraZeneca vaccine as announced by the MHRA this afternoon.

Benefits accrued over 16 weeks, at three different levels of exposure to the virus. https://t.co/awB80xes3m"
196,"It shouldn’t have taken public shaming to reverse the policy decision to remove Black and racialized people from phase 2 of the vaccine rollout. 

This is why equity is a process and not an outcome."
197,@ClarkeMicah @MailOnline The covid-19 vaccine is a experimental vaccine put out for emergency purposes so it doesn’t have to go through the F.D.A. safety trials and testing for a virus that has a 99.97% recovery rate and the vaccine is 94% effective against the COVID-19 virus! The vaccine doesn’t add up
198,"MHRA AstraZeneca vaccine advice:

Pregnant women should discuss the risk and benefits with a doctor.

People with history of blood disorders should only have the jab when benefits outweigh risks.

Anyone who has had clots should not have second dose.

https://t.co/WIsLu10Zrg https://t.co/s1dn2SSfwz"
199,"@PaulBrandITV Is it now?
Only just few weeks or days ago it was the spiteful 
EU bashing our ""world beating"" vaccine.
How the minds change in just few days.
There, have a flag.."
200,"EMA’s safety committee (#PRAC) has concluded its review of very rare cases of unusual blood clots with AstraZeneca #COVID19 vaccine. 
https://t.co/WGsfRP8PTo https://t.co/aeyzK3bfxd"
201,"“We requested an interview w DeSantis, he declined,""the spokesperson said in a statement .”We spoke to Jared Moskowitz2x,but he declined to be interviewed on camera for our story until after our deadline. The idea we ignored their perspective is untrue.""

https://t.co/OeHx7I9q8V"
202,"This feature from @mcsquared96 on the state of things for people who have gotten the vaccine is so helpful and level-headed. And these illustrations are incredible!

https://t.co/kxqhJ5Xg9Z https://t.co/oYfe9Bmc02"
203,"Backstory: I was consulted on this decision by the Americans.  

They believe Canada delaying vaccine doses by 4 months is cheating.  They see Canada teeming with variants and cutting corners on vaccination—and they are right.  

I agree with the US decision. https://t.co/bdurll8JXU"
204,"Lockdowns, mask mandates, and proposed vaccine passports have never been about containing the virus. 

They’re a strategic power play by the far left to gain more control."
205,"We have updated our information about the Oxford/AstraZeneca COVID-19 vaccine. 

The @MHRAgovuk is carrying out a detailed review of reports of a blood clotting problem affecting a small number of people. 

Info 
https://t.co/CBC8Ru9r2l"
206,If you're unclear on the AZ vaccine this 15 minute summary will clear it all up https://t.co/25n5CPX5xz
207,"During the past few weeks, confused information are emerging as first no such cases were detected in UK (conversely to what EU countries were pointing out), then only few cases over a vaccine roll-out worth million of doses and today during the press conference 79 cases are https://t.co/c9NN6uuuO3"
208,#YORKTON AstraZeneca Covid Vaccine Drive-Thru Clinic today. Age 55+. 8:30AM-6PM at St. Mary’s Cultural Centre. Short wait times currently.
209,"Seriously? 

“Man you got biceps as big as my thigh,” Biden chuckled.

Biden Breaks Social Distancing Guidelines at Vaccine Center https://t.co/xw3CmG598Z"
210,"Distributing COVID-19 vaccines presents complex challenges.

This #WorldHealthDay, learn how our technology helps facilitate their delivery: https://t.co/8NA80RNjka https://t.co/tzwNfANqbk"
211,Just got my second dose for the Covid vaccine. I chose to be part of the solution. https://t.co/QaNPO0ztig
212,"looking forward to making my friends compete in my very own vaccine olympics in the future and finding out who is hottest: pfizer, moderna, or j&amp;j"
213,Then you must also inform them that Maharashtra is vaccinating nearly 5 lakh a day and 10 lakh of stock means two days of vaccine. 7.5 lakh in pipeline is 1.5 day requirement. So this isn’t a reply but an apology from them. https://t.co/G4E03DUEh4
214,When its 2024 and you are the only one who didn't take the covid vaccine https://t.co/NbX5pxOh4Y
215,@ShazadAkbar @Xadeejournalist @ImranKhanPTI Now the government should go to High Court to fix the vaccine price at Rs1400  for private use.
216,"So after @rajeshtope11 tells @IndiaToday that Maharashtra is facing a vaccine shortage, union health min @drharshvardhan hits back, says no vaccine shortage, blames state govt instead. The last thing we now need is a centre state fight over vaccines!"
217,"Pres. Biden: ""The virus is spreading because we have too many people who see the end in sight, think we're at the finish line.""

""Let me be deadly earnest with you: we aren't at the finish line...We're still in a life and death race against this virus."" https://t.co/2AIn67dXzZ https://t.co/n1xBTBDZbw"
218,"The chance of getting blood clots after the AstraZeneca vaccine are about the same, according to some estimates, as the chance of getting struck by lightning over the course of a year and a bit. In other words, extremely, extremely low."
219,"""Some people who have spent months suffering from long-haul covid-19 are taking to social media to report their delight at seeing their symptoms disappear after their vaccinations, leaving experts chasing yet another puzzling clinical development.""

https://t.co/qUQ4NnjAUI"
220,"People who have had the vaccine are so keen to force others to have the vaccine because if it later turns out that they have screwed up by getting it then at least you have too.

They don't want to look dumb on their own."
221,"Today Show Anchors Get the COVID-19 Vaccine on Air: 'What a Privilege,' Says Savannah Guthrie​  https://t.co/i0PJKx6x4R"
222,"Rare clots possibly linked to AstraZeneca #COVID19 vaccine, EU agency says https://t.co/rYuSDmDaEZ"
223,U.K. Limits AstraZeneca Vaccine to Over-30s Amid Blood-Clot Concerns https://t.co/jstoo42atP
224,"Don't worry: COVID vaccine skin reactions aren't dangerous, this study says. https://t.co/5fQyn8Xknc"
225,"The vaccine was always going to do vastly more good than harm. Covid-19 kills 1 in 150 of those infected. These rare blood clots, even if they really are caused by the vaccines, affect one in every 600,000"
226,"Scooplet: Biden's administration will announce today that vaccines are now available to all Community Health Centers nationwide.

It pushes the total to 1,470 CHCs, from 950. Patients are largely racial and ethnic minorities; the program is aimed at closing the vaccine race gap."
227,"#Covid19 soo - the benefit of using AZ vaccine outweighs the harm - got that.

Q is - why is the UK so reliant on the AZ jab when others are more effective/ have fewer complications?

Did UK gov favour #AstraZeneca because ... it’s “British”?!"
228,"White Evangelical Resistance Is Obstacle in Vaccination Effort https://t.co/GpgzzSuqsB #bospoli #mapoli 

Matching signs is sometimes an indicator that the group is astroturf, I.E. all the out-of-state and in-state millionaire and billionaire donors to privatize MA public schools https://t.co/lbejicMlVw"
229,"McConnell in Lexington, KY today: ""I saw on some program last week that Republican men, curiously enough, might be reluctant to take the (COVID-19) vaccine. I'm a Republican man and I want to say to everyone, we need to take this vaccine. These reservations need to be put aside."""
230,Worried about getting one of the “good” vaccines? Here’s one doctor with a great explanation on why the best vaccine is the one you can get now https://t.co/3n0Bi5VFLh
231,To be fair to the vaccine very few things in Britain work for the under 30s
232,"Trump’s vaccine.

Trump’s wall.

Biden’s dementia.

That’s what we got so far..."
233,"To our construction guild and citizens in general we say that: To learn more or to find out where to get vaccinated, visit https://t.co/59wOb0qZXh
protect and support others#newyorkcitylife #newyorkers #vaccine #06abril #constructionlife #homeremodeling #work #safety https://t.co/8f9Ytky2C5"
234,"From UK Govt presentation on the AstraZeneca vaccine: when virus prevalence is low (lower than current UK numbers) the balance of risk under-30s between Covid and the vaccine is about even over a 16-week period. For 30+, the vaccine wins hands down. https://t.co/FF4Wqse6sQ"
235,"Trump and Biden officials knew about quality-control problems at the Baltimore facility that ruined 15 million COVID-19 vaccine doses, report says https://t.co/lIQvqTmCgG no it is all jackass Joe's fault he did it on perpuse"
236,@sturdyAlex BBC seem to have dropped the Oxford moniker on the AZ vaccine
237,"@FionaRedFM @RedFMNews @CorksRedFM If I go and get me vaccine, who will sign to take responsibility if something happens me from the vaccine??????"
238,"Today’s announcement from the Ford government absolutely must come with protections for those who can’t stay at home.

Vaccines for essential workers, paid sick days, and on-site testing and vaccine clinics are vital tools to finally break the cycle of rising cases and lockdowns."
239,"Maharashtra Govt should not play politics over vaccination. Here are the facts: Total number of COVID vaccine supplied to State till date
- 1,06,19,190 ; 
Consumption - 90,53,523 (of which 6% wastage - over 5L) 
Vaccine in pipeline - 7,43,280. Dosage available - nearly 23 lakhs"
240,#COVIDvaccine please urgently someone explain have we now got 20 million people in the UK now at an increased risk of blood clots for their entire life as a result of the AZ vaccine???
241,"@DanielOram98 Proud we’ve made a vaccine and trust it more than others out there, but wish I waited a few days now lol"
242,most useful takeaway from vaccine side effects announcement (super rare as they are) is the symptoms to look out for which are here https://t.co/6tadnkFqOT
243,Seeing the result of the consultation on the AZ vaccine inquirer the idea of implementing vaccine passports as a way of manipulating young people to get the vaxx is immoral.
244,"The vaccine was always going to do vastly more good than harm. Covid-19 kills 1 in 150 of those infected. These rare blood clots, even if they really are caused by the vaccines, affect one in every 600,000"
245,"PSA: You can register for your COVID vaccine this morning and get your shot by the end of the day in St. Louis!
FEMA can vaccinate 3000 people a day at America's Center. Just 500 people have signed up today. I have details at 6/6:30 on @ksdknews https://t.co/9Dl0IioS8r"
246,"The EMA’s safety committee, which was assessing the vaccine, has requested for more studies and changes to the current ones to get more information."
247,"Read Donald Lee @ATD4thWorld @ATDIntPresident's message on #WHD2021! ""Beyond shameful inequalities in vaccine availability, we must start now to address more fundamental health &amp; social #inequalities that plague our societies."" https://t.co/dlb0eK9Hnm #HealthEquity #SocialRights https://t.co/GgaW025yHX"
248,This press conference is not highlighting how the AZ vaccine is dangerous to under 30s. It is highlighting how Covid is not dangerous to under 30s.
249,"@only_nikhil_ No bro... Most of the Indians pay tax directly or indirectly , but that doesn't mean non tax payers should be devoid of vaccine... Labourers , farmers don't get compensation as per their hard work. Being a socialist country, India can't be unfair to them."
250,worry about the vaccine registration first how bout that https://t.co/2duPEcc7Pm
251,When I got the vaccine they asked me how I was feeling and I said I feel kind of updog and they put the syringe back in and took the vaccine out of me
252,"So at the moment two vaccinated people cannot meet indoors as the vaccine doesn’t stop transmission.
Ok but in a few weeks they are saying hundreds of people can meet indoors at a concert if they have a vaccine passport.

Ok."
253,"Trump’s vaccine.

Trump’s wall.

Biden’s dementia.

That’s what we got so far..."
254,No one with an IQ above room temperature thinks the vaccine passport will be limited to *this* one. We all know it’ll be booster shots and new shots and more more more because slippery slopes are real.
255,"The clinics will be held on Saturday, April 10 and Saturday, April 17. https://t.co/uWek7qdlPa"
256,U.K. Limits AstraZeneca Covid-19 Vaccine to Over-30s Amid Blood-Clot Concerns  https://t.co/kwyYzatYxN
257,Not in Georgia! https://t.co/s05L02xGQL
258,Almost 4 million vaccine deliveries expected before July as booking portal opens in two weeks https://t.co/xOhKscfYcd
259,"Everyone is talking about the vaccine, masks, social distancing etc, but no one is talking about vitamin d deficiency, zinc, ivermectin, staying fit, reducing obesity or anything else that would improve your chances of recovering from COVID outside of those things. It’s so odd."
260,"“Our conclusion is that these clotting disorders are very rare side effects of the vaccine”, says Straus. ""The currently available data did not allow us to identify a definite cause for these complications."""
261,"And the slide based on 'high exposure risk' ie the level of covid seen in UK at peak of second wave.

Conclusion: in a serious outbreak the vaccine is very beneficial for everyone, but when infection rates fall to very low levels then the risks may outweigh benefits for youngest. https://t.co/Ihx52NIHHm"
262,@SimmiAhuja_ Is the vaccine really effective?
263,"It is also a blow to AstraZeneca, which was a frontrunner in the race for making an effective vaccine against COVID-19 ever since it began working with the University of Oxford."
264,"Do you know that there are fewer than 10 #African manufacturers with #COVID19 vaccine production capabilities and all are based in five African countries?
They are - #Egypt, #Morocco, #Senegal, #SouthAfrica and #Tunisia

Source: @WHO 

#WorldHealthDay @NTikum @UNDPAfrica https://t.co/JTplNKc5BR"
265,"It's time to #VaxUpUPIKE!
This Friday, April 9, from 10 a.m. - 6 p.m., free COVID-19 vaccines will be offered on Benefactor’s Plaza.
@pmcpikeville  will be administering the Pfizer Vaccine for all members of the UPIKE community. https://t.co/sw94X2GRbR"
266,"Lockdowns, mask mandates, and proposed vaccine passports have never been about containing the virus. 

They’re a strategic power play by the far left to gain more control."
267,9-year-old girl wanted to buy her grandma a vaccine just so they could hug https://t.co/N79kpDORg8 via @CTVLondon
268,"This is my incredible grandmother, Mary Garcia. She got her second vaccine on Thursday (4/1), on Monday night she was sent to the hospital. Praying that she pulls through  https://t.co/PRPUTDr9Bi"
269,"Maharashtra Govt should not play politics over vaccination. Here are the facts: Total number of COVID vaccine supplied to State till date
- 1,06,19,190 ; 
Consumption - 90,53,523 (of which 6% wastage - over 5L) 
Vaccine in pipeline - 7,43,280. Dosage available - nearly 23 lakhs"
270,"I've had the vaccine but still know ....we are not out of the woods yet...I still mask up because I miss my friends and family and hope to be together SOON....the way we love to be.  Ohhhh and I aint gonna lie....

I have a concert I need to attend to make my 1st purple wave at https://t.co/yka5VuY5nA"
271,"Despite today’s press releases and growing concern surrounding the use of @AstraZeneca #CovidVaccine, I decided the risks of #covid19 far outweigh the ‘very rare’ potential side affects of the vaccine! So this just happened  #thankyouNHS #GetTheVaccine https://t.co/ESL5Pn80X6"
272,The absolute absurdity of desperately trying to tie vaccines to Brexit reaches its apotheosis with the U.K. now adopting a more cautious approach to AZ (the vaccine they wanted to adorn with an actual union flag!) than the EU. https://t.co/GHuDjhMane
273,"JVT presents this slide showing the risks of ending up in intensive care thanks to covid during a given 16-weeks period, versus the risk of serious harm from vaccine-linked clotting (if we assume a level of covid in the community somewhat lower than UK has now). https://t.co/eokbSzhApH"
274,"The findings come as a major hurdle in the global fight against the pandemic and a shift in the stance of the regulator, which had last week backed the vaccine and said there was no increased risk of blood clots in general from the shot."
275,"around 50,000 teachers in Alberta and 400,000 vaccine doses in the freezer. Maybe a blue-ribbon panel to solve this incredibly difficult problem."
276,@evan_zinger @RedditBills @Jeff_SmithBills @NateMendelson People that are vaccinated can carry the virus and spread it as well. The vaccine doesn’t eliminate that.
277,"Under-30s should NOT take the AstraZeneca vaccine, says UK regulator in blow to Britain's jab roll-out https://t.co/tICduAiUXp https://t.co/8H0f8m0xpS"
278,The vaccine rollout here in Ontario would be ever so much smoother if the province simply worked with the feds instead of accusations. Sheessshh. You can catch more flies with honey than with vinegar!
279,You are twice as likely to be struck by lightning then die from a blood clot after taking the AZ vaccine.
280,"Ontario’s vaccine rollout plan was created for a disease we are no longer treating. 

Variant #COVID is different. 

If we fail to bring the hoses to where the fires are, working age BIPOC and other individuals, in the areas we know, will continue to die."
281,"It’s foolish to reject COVID-19 vaccine, clerics should seek knowledge – Pastor Ighodalo"
282,"It has been an unprecedented race to develop a COVID-19 vaccine. As a leader, UMSOM's Center for Vaccine Development &amp; Global Health has worked with biotech companies to develop and test vaccines that prevent infection - and which can be produced rapidly. https://t.co/3iHOO6ZCuq https://t.co/mvZvEI58nh"
283,"Each and every Indian deserves vaccine...

#VaccinateEveryIndian"
284,"Maharastra reporting more cases than US/Brazil,  Cases in Natioanl Capital at peak but demanding vaccine for all  is creating Panic?  

https://t.co/bv5BP5asNw"
285,"The basics

We understand that everyone is frustrated, bored maybe anxious about the ongoing restrictions. But we have a goal which is to keep the situation steady while the vaccine kicks in. The simple things still work. 1/6 https://t.co/ElyWXu8KGZ"
286,I told my supervisor I was getting my vaccine and he’s all shocked like I thought you wouldn’t because you’re miss earth woman lmfaooooo  I believe in science people
287,the firefighter dude had to give me two bandaids after getting the vaccine bc my body is extra &amp; literally bled out a pint 
288,The government revealing young people's reward for giving up a year of their lives for others and being slapped with vaccine passports to keep us indoors so boomers feel safe https://t.co/uRBOTnpfBh
289,"Universities in my view now face uncertainty whether all 18-21yo students will receive a two-dose vaccine regimen by the time they physically reopen for the autumn. This, by the way, is why you have contingency planning."
290,"Why was there no strategy or planning put into the logistics of the vaccine programme? Why is there both extremely high wastage &amp; an acute shortage of vaccines? Perhaps PM Modi should focus more on running the country than running for elections. 
#VaccinateEveryIndian https://t.co/YkQsS0Hw20"
291,When I got the vaccine they asked me how I was feeling and I said I feel kind of updog and they put the syringe back in and took the vaccine out of me
292,#BREAKING UK vaccine panel urges alternative Covid vaccines to AstraZeneca for under-30s https://t.co/ZlzwZq7CVs
293,BREAKING AstraZeneca vaccine blood clot symptoms full list published https://t.co/AleVYvOE5i
294,@katieosborne05 @NHSuk @MHRAgovuk They advise anyone who has had the first dose of the Astra-Zeneca vaccine to have the second. Unless they reported the blood clots after the first dose.
295,"around 50,000 teachers in Alberta and 400,000 vaccine doses in the freezer. Maybe a blue-ribbon panel to solve this incredibly difficult problem."
296,#BREAKING London(VCA News Report) Europe’s drug regulator on Wednesday found a possible link between AstraZeneca’s COVID-19 vaccine and rare blood clotting issues in adults who had received the shot and said it had taken into consideration all available evidence. https://t.co/OrUzXcLH83
297,@rex_arms Small minority have an adverse reaction to a vaccine...who’d have thought eh 
298,"Bolton MP @CGreenUK calls to ditch face masks - and oppose vaccine passports
https://t.co/Eb7ElVU7qJ"
299,"The only way we’ll be able to beat this pandemic is if enough people get vaccinated. So join me, Michelle, and Americans everywhere in getting the COVID-19 vaccine as soon as it’s available to you—and encourage your friends and family to do the same. https://t.co/HSjb2DUl4u https://t.co/4CT0fyRHou"
300,"It seems to be that the vaccine isn’t ‘banned’ for use in under 30s, they will just be offered other vaccines.

Second doses of OX-AZ should be okay "
301,"Bolton MP @CGreenUK calls to ditch face masks - and oppose vaccine passports
https://t.co/Eb7ElVU7qJ"
302,"Professor Jonathan Van-Tam describes the new guidance for the AstraZeneca vaccine as a ""course correction"", and says the UK vaccine programme has been ""the most enormous success"" which he might not have believed possible in March 2020

#COVDI19 latest: https://t.co/3ccfFAhsDM https://t.co/90Ei25aBhm"
303,The Duchess of Cornwall learns about the Covid-19 vaccine preparation process during a visit to Lordship Lane Vaccination Centre in Haringey. https://t.co/hbxUPsrQD7
304,"As of April 7, more than 689 million #COVID19 vaccine doses have been administered across 153 countries.

Latest rate: roughly 16.3 million doses a day."
305,So in the UK the under 30s will be offered an alternative vaccine to AstraZenica . Huge questions about what happens now in Africa where 75% of the population is under 35?
306,"Maharashtra Govt should not play politics over vaccination. Here are the facts: Total number of COVID vaccine supplied to State till date
- 1,06,19,190 ; 
Consumption - 90,53,523 (of which 6% wastage - over 5L) 
Vaccine in pipeline - 7,43,280. Dosage available - nearly 23 lakhs"
307,"PM Modi exported 6 crore COVID vaccines in Feb &amp; March for his own PR

Now India is facing a massive vaccine shortage during COVID's second wave

But PM Modi is neither responsible or accountable or questionable

As always, it's Nehru's fault"
308,super slide showing risk / benefit of AZ vaccine by age https://t.co/tEYeVi25lY
309,"This is a great slide.
Worth noting it’s for “low exposure risk”- which might not be the case if we reopen fully with unvaccinated young populations and no precautions.

Blood clots with COVID infection still a higher risk than with vaccine https://t.co/ovdyXZFtpK"
310,"I ain’t selling my soul, I ain’t getting no vaccine maneeeee"
311,The government revealing young people's reward for giving up a year of their lives for others and being slapped with vaccine passports to keep us indoors so boomers feel safe https://t.co/uRBOTnpfBh
312,@yuikins HOWD U GET THE PFIZER VACCINE? i only got it cuz my dad works there 
313,"@adityayadav999 Covid19 positive after taking both doses of the vaccine 
Almost 28 days gap is there between both dose 
How much time is required "
314,"Just watched the hosts of the Today show get the Pfizer vaccine. The NY Health Commissioner says the 2nd shot should be 3-4 weeks after, NOT 3-4 months like is done here! Are Premiers playing with fire again delaying the 2nd dose by 4x the recommended timeframe ?"
315,"EMA’s safety committee (#PRAC) has concluded its review of very rare cases of unusual blood clots with AstraZeneca #COVID19 vaccine. 
https://t.co/WGsfRP8PTo https://t.co/aeyzK3bfxd"
316,"Maharashtra Govt should not play politics over vaccination. Here are the facts: Total number of COVID vaccine supplied to State till date
- 1,06,19,190 ; 
Consumption - 90,53,523 (of which 6% wastage - over 5L) 
Vaccine in pipeline - 7,43,280. Dosage available - nearly 23 lakhs"
317,"Our latest survey is live!

Recent data is suggesting a much lower vaccine uptake amongst young people in the UK.

Thus, we want to understand what young Muslims think.

Please complete and share the 3min survey below!

https://t.co/uMFRmDxV2U https://t.co/pVASBcmIga"
318,"...No elevated risk here:
-J&amp;J, there have been 3 cases worldwide (4.5 million people have had this vaccine in Europe);
-BNT-Pfizer, 35 cases reported worldwide (54 million people have had the vax in Europe);
-Moderna, 5 cases reported worldwide (5 million uses in Europe)...20/n"
319,"Buried in the summary: ""The resurgence in hospitalisations and deaths is dominated by those that have received two doses of the vaccine.""
Yes, you did read that correctly. Third wave deaths will predominantly be driven by people who have been vaccinated
https://t.co/xzh0RUDaiU"
320,@JeremyLegat Ffs. When is Canada going to get going with the vaccine??
321,Well the uk announcement over the #AstraZeneca vaccine not being given to under 30s will do wonders to the vaccine uptake. Might as well just take it off the market all together
322,"I welcome Union Government's decision to allow Covid-19 vaccination at workplaces which have atleast 100 beneficiaries. This will help to achieve wider and faster coverage of vaccine. I appeal to all employers and employees to ensure vaccination of all eligible.

@narendramodi"
323,"VACCINE ALERT

The @OCCC vaccination site has plenty of appointments available this week and next. Here's what's open: 

Today - 92
Tomorrow - 251
Friday - 220
Next week - 703

Must be a FL resident and 16 yrs &amp; up. https://t.co/4BMIaXObcS
@WFTV"
324,"I hadn't realised the Moderna vaccine's figures were so awesome

94.1% protection against catching the virus, and 100% protection against severe disease

And it can be stored for 30 days in a normal fridge

Let's get those jabs in arms ASAP!!"
325,"Our graphics to illustrate the potential benefits and potential harms of the AstraZeneca vaccine as announced by the MHRA this afternoon.

Benefits accrued over 16 weeks, at three different levels of exposure to the virus. https://t.co/awB80xes3m"
326,"Sabine Straus, PRAC Chair: “Although most of the cases occurred in people under 60 years and in women, due to different ways the vaccine in being use in different countries, the #PRAC did not conclude that age and gender were clear risk factors for these very rare side effects.”"
327,"Residents of Illinois &amp; Beyond,

This is a great form letter you can use to contact your representatives about the illegality of vaccine passports. 

Use it https://t.co/oRQ2FnkO84"
328,White House rules out Biden administration supporting vaccine passport system  https://t.co/FabcuHfYtW https://t.co/TbFW5ju6m8
329,"@loukia_g Risk ratio - the older you are the more likely you are to suffer from or die of COVID, so the more you benefit from vaccine. And the older you are the less likely you are to have an adverse event caused by the AZ vaccine."
330,"#NasaanAngPangulo
He is somewhere:

1. Sick and taking medication
2. With his daughter for personal ""funds"" management
3. Taking a different vaccine secretly
4. Hiding from this country's problems

Why all these speculations? Well, he left us a big space for these."
331,It’s vaccine day 
332,I just want a vaccine tbh.
333,"No really, I turned my Tinder into a Covid vaccine PSA https://t.co/mqmq7uhQSF"
334,"Have you received a text or email with a survey about your vaccine? Scammers have begun targeting vaccine recipients with “post-vaccine surveys."" Currently none of the vaccine companies are conducting post-vaccine surveys. 

Use these tips to avoid COVID-19 Vaccine Survey Scams. https://t.co/1A448Jvz13"
335,How to get the vaccine to remote places. https://t.co/CDDSRWsdzp
336,"And people wanted to sign their kids up for this crap? It's causing blood clots in children and teens. Imagine that.

https://t.co/mnfOAIF9rI"
337,"Price Wooldridge discusses Scholar Rock winning a U.S. patent to Apitegromab for treating SMA. Also, Kevin Schaefer talks about returning to movie theaters after receiving the COVID-19 vaccine. 

Listen to this flash briefing episode here. https://t.co/FxV5oJiOQm https://t.co/dzOV7wU0MK"
338,"Govt advises against administration of AstraZeneca vaccine to under 30's over blood clot risks.

Anyone who has ever taken an oral contraceptive: https://t.co/QQemUfYWGh"
339,"For all those who are hesitant to get the vaccine, I understand because I was hesitant too. But I trust our scientists and know that this vaccine is here to really protect us and not harm us. Covid is not a game and is nothing to play with"
340,Let’s settle this controversial topic  Do you think Boris Johnson should introduce vaccine passports? #VaccinePassport #Vaccine #Coronavirus #BorisJohnson #Politics #Twitter #Polls Please Retweet After Voting! 
341,"A MESSAGE TO THE VACCINE HESITANT: I went somewhere last night. I took the subway. I didn't wonder if I was gonna die. Not once. There's lots involved in deciding to get the vaccine but this is the bottom line: YOU DON'T THINK YOU'RE GONNA DIE.

Video from MADISON SQUARE GARDEN: https://t.co/loXuCnLVgL"
342,"Warnings about the coronavirus vaccine and blood clots are a sign that the system is working, says science editor @whippletom"
343,"#BREAKING 79 cases of blood clots, 19 deaths in UK after taking AstraZeneca Covid vaccine: MHRA medicines regulator https://t.co/62vfwpXzaY"
344,You are twice as likely to be struck by lightning then die from a blood clot after taking the AZ vaccine.
345,"@KellyAnneNTV @NTVNewsNL This is a joke, the province is opening up, Costco and Walmart have no restrictions in place. There are only 3 cases of Covid, all contained, no community transmission and there is a vaccine. Let the kids go back to school, remove the masks. Tom Osborne and Tony Stack are USELESS"
346,The UK and the EU have now switched places and it is the UK drug regulator that is taking the more cautious position on AstraZeneca vaccines. The difference between the two positions remains vanishingly tiny and the vaccine remains excellent. https://t.co/tHC79d25xB
347,BREAKING: Allegations today indicate that the so-called Coronavirus vaccine program is all part of a secret plan to prevent people from getting sick.
348,worry about the vaccine registration first how bout that https://t.co/2duPEcc7Pm
349,"On #WorldHealthDay2021 let's remind our governments that health IS a human right. We need :
1/ Universal and affordable vaccine access to everyone to ensure equitable exit from pandemics
2/ Sanitation, social protection, and health care for EVERYONE.
https://t.co/WGXtRYPuJc https://t.co/ZWlvKfGFuS"
350,"Today, 60+ in #Ottawa are eligible for the COVID-19 vaccines with appointments in April.
Register today or as soon as possible!

 Book an appointment: https://t.co/8DuYPBNs0x
 How to book an appointment in Ontario (including through pharmacies): https://t.co/hjDslFVVLw"
351,"#BREAKING 79 cases of blood clots, 19 deaths in UK after taking AstraZeneca Covid vaccine: MHRA medicines regulator https://t.co/62vfwpXzaY"
352,"@MumbaiMirror @priyankac19 PM Modi exported 6 crore COVID vaccines in Feb &amp; March for his own PR

Now India is facing a massive vaccine shortage during COVID's second wave

But PM Modi is neither responsible or accountable or questionable

As always, it's Nehru's fault"
353,@JayGivesNoFucks apparently anti-vaccine t-shirts make you look tacky
354,"People under 30 in Britain should be offered an alternative to AstraZeneca's Covid-19 vaccine due to very rare cases of blood clotting, the U.K.'s medical regulator said. The EU's health agency said the vaccine’s benefits still outweigh its risks. https://t.co/on1KCoLBF3"
355," No matter what your opinion of #COVID19 or the #Vaccine may be.........

THIS IS REAL ....BLESS THEM 

#Outlander #Tired #Overworked #Covid #WearAMask  #WashYourHands  #SocialDistancing https://t.co/bwAt0FnNSM"
356,"She was 82 and ""it's unclear if the jab played any role in her death""

What's next - reporting on people who died in car accidents driving home from vaccine appointments? https://t.co/ba61kqfF4s"
357,"My parents got their second dose of the vaccine today in Himachal Pradesh no fever no weakness no other symptoms they are feeling quiet good and happy....
Waiting for my turn now  https://t.co/iVAsSydKdL"
358,"@JohnR2106 @spectator @EmmanuelMacron Yes. For some people at least.  

https://t.co/WcMGpMQRD5"
359,Texas minors accidentally given COVID-19 vaccine https://t.co/71j0S23XJ1 https://t.co/lKQL0cjnNj
360,"WEST MI VACCINE CLINIC: A handful of appointments are available at DeVos Place next Tuesday as of 7:30 a.m.

Direct link —&gt; https://t.co/j99DuHClI0 https://t.co/c5T3iGTOwS"
