INDEX,TWEET
205,"BREAKING: @GavinNewsom announces that state will expand COVID-19 vaccine eligibility to all 50+ individuals starting April 1 and all 16+ individuals on April 15, based on expected supply increases."
206,"VACCINE APPOINTMENTS 

Iâm told 3,500 more appointments just opened up at this Glendale Community College pop up event. 

Where to register: 

@abc15 @Garrett_Archer @Maricopahealth @cpolom https://t.co/jhVwKccVQ6"
207,"5.

'Governments can pair their digital system for recording vaccines with travel passes, enabling individual insights alongside cross-border decision-making. A digital vaccine and testing passport will enable a safe and sustainable return to normality.'

https://t.co/6EApdfh95n"
208,"Brilliant. A must-read from @FraserNelson.

The Tories need to snap out of this nonsense or lose their identity.

https://t.co/AQav4Hqshp"
209,I canât believe this needs to be said but...here goes: The vaccine does NOT âchange your DNAâ. The #mRNA triggers an immune response in your body that TRAINS it to fight the virus. Thatâs it. #VaccinesWork
211,"BronxCare Hospital located on 1276 Fulton Ave Bronx, NY is providing the COVID-19 Pfizer vaccine for WALK-INS. 

Today Thursday March 25 and Friday March 26 from 9AM to 7PM

Bring ID.

RT"
212,@MontePooleNBCS Side effects from the vaccine?
214,Doug Ducey got his second dose of vaccine and said https://t.co/xxTTtKSpiF
215,"IMO, If you can get the COVID-19 vaccine without lying, just get it. Don't overthink it. We need you vaxxed and we need to get this done quickly and effectively. If you're eligible, you're eligible. Don't wait for some magic moment where you're positive no one needier is waiting."
216,"Some people are lying to get vaccinated, and itâs testing their friendships https://t.co/P9qfhhkQAA"
217,"BREAKING NEW THREAD: Minnesota will expand COVID-19 vaccination to *all* state residents 16 and older starting March 30.

The information, which has been communicated to health systems and public health offices, marks a major milestone in Minnesota's vaccine strategy."
218,Ainât shit free in this world but theyâll make shit free to get that vaccine LMAO
219,"Sailor Moon Eternal x vaccine 
Let's destroy corona viruss together !!!!

A short story is coming next week
#SailorMoonEternal #SailorMoonCrystal https://t.co/9obqYZLNHj"
220,"Have you ever wondered what 2,200 vaccine shots look like in 12 seconds? Well, wonder no more!

The culmination of hours of work and coordination between St. James and the Butte-Silver Bow Unified Health Command came to fruition on Tuesday! #BelieveInButte #COVIDVaccine https://t.co/4FwlocvXsl"
222,"The EU have only themselves to blame. Late to place any order and very late to approve. So now countries that took a risk and ordered and PAID FOR vaccine before approval are denied it 
EU, get a mirror and look at it. Remember if you blockade supply others can stop components."
224,@neha_sex @Palvirani1 Thats a full Vaccine
226,One thing we need to keep in mind as vaccine supply becomes more available: It's not all vaccine hesitancy. It is still too confusing and complicated in too many parts of the country for people to find out where they can get vaccinated and when. That needs to change.
227,@Daveison5 @cnnbrk Okay but will you get your meningitis shot for this other college? Cause thatâs required by most colleges... oh and itâs nastier than the COVID vaccine. 
228,Scientists are planning to test the effectiveness of the Oxford-AstraZeneca #COVID19 vaccine when it's administered using a nasal spray https://t.co/vBsc2pmTMg
229,@PatiKRoll11 Biden said in his first 100 days 100 mil ppl vaccinated. He did this even though Trump sold off vaccine to the highest bidder. He did more in his first 100 days than Trump in four years.
230,@davehclark Will you give your employee time to piss before they vaccine?
231," BREAKING: We, along with 5 other NGOs, the deans of 3 public health schools &amp; 11 leading scientists are asking the @NIH &amp; @HHSGov to use a key patent, owned by the US Government, to increase global access to the @moderna_tx vaccine. https://t.co/7WG4qMXXxJ"
232,"I'm here in Texas where the state has opened up 100%, repealed the mask mandate, and is about to allow anyone 16+ to get a vaccine. 

Kind of incensed that WH corp did not ask for Biden's thoughts on Covid, vaccine access, and/or vaccines for poorer countries"
233,"@ollysmithtravel @toadmeister @BareReality When the truth is hidden from you in plain site. THE VACCINE DOES NOT CONFER IMMUNITY. I repeat. THE VACCINE IS A PROPHYLACTIC &amp; merely reduces symptoms. It also has potential problems for a person's natural immunity. Vaxx is a vector for Govt control. Nothing more, nothing less."
234,"I took the COVID19 vaccine today,

Here's a tip: start taking analgesics once you start feeling joint pains, fever etc. Don't wait for it to get worse.

Take lots of water and rest.
Let your body do the rest.

#YesToCOVID19Vaccine"
235,"Vaccine deliveries for poor nations are delayed as US President Joe Biden doubles his goal of jab deliveries to Americans.
https://t.co/fDBVIGP3Kr"
236,"@anthonyVslater That's great and all, but why are the players eligible to receive the vaccine?"
237,@vonderleyen Does the EU produce and export vaccine?  I thought it was companies in indidual countries.  You seem to have taken ownership of them. Worrying for anyone thinking of investing anywhere in EU.
238,"Day 124

These numbers shouldnât be headed back up with vaccine distribution, but here we are. Be safe. Mask up. Get vaccinated. 

Oregon reports 422 new confirmed &amp; presumptive COVID-19 cases, 2 new deaths. https://t.co/05nolC9kwy https://t.co/buWKqVX9hp"
239,"I keep thinking about Lynda Mosley, 72, who was able to get a vaccine appt. after a neighbor helped her sign up. When she arrived for her shot at the grocery store in her mostly Black neighborhood in D.C., everyone in line was White.

https://t.co/ljSp537diE https://t.co/LNwgnJm1AS"
240,From @DrKellyVictory it's a crime to force an employee to get a vaccine approved with an EUA. https://t.co/EO4PGEV2Zp
242,@Red_Sun54 Exactly itâs not a vaccine at all.
244,"Visiting the pub and other parts of hospitality should not be subject to mandatory vaccination certification. It is simply unworkable, would cause conflict between staff and customers and almost certainly result in breaches of equality rules. https://t.co/yjTM7D7AVL https://t.co/7wfE19tDeC"
246,Staff are handing out fliers to let people know that they can receive the one-dose Johnson &amp; Johnson vaccine at Outside In if they are experiencing homelessness or 45+ with underlying health conditions. If this applies to you or someone you know go to https://t.co/sqcyg2N7XW. https://t.co/U0xtT1Rp2X
248,the vaccine is just a JWT https://t.co/kehEBFzEcu
249,"@LanceUSA70 @mdt4129 @Acyn @tatzanx Yes, they talk crap about the vaccine hoax while getting their shot! lol"
250,"@hashtagjake17 @Acyn Well I did my part. Told my Republican parents. âI donât care what you think about the vaccine. Here is your appointment. Get the shot or donât see your granddaughter.â 

Truth is best served bluntly."
252,"mask just fell on the bathroom floor at work, at this point do i even need the vaccine"
253,"hey everyone, 
 really tired because of my vaccine side effects
 it really makes me happy u guys care about me i will feel better tomorrow 
#22q"
255,@kayleighmcenany You're a stone cold liar. Trump had no plan to vaccinate anyone after nursing homes. Read the facts here. https://t.co/mtalqAe5ym
257,there is a pandemic and itâs called toxic masculinity/ white supremacy.  there is no vaccine for it.
258,Just made an appointment for my vaccine 
259,"the 21st century is amazing because we can research, create, test, and release a vaccine globally in less than a yearâs time, but big boat still get stuck"
260,@kayleighmcenany You mean the operation where he did. It get enough of the vaccine for all Americans?
261,@BrickyBecky Donât like the idea atall couldnât those who@have not had a vaccine just wear a star! 
262,"'The rule of law is very simple. It means that no one is above the law and there is one law for all. But the EU wants the power to selectively seize things that do not belong to it based upon criteria it applies at whim.'

 Barrister Steven Barrett 

https://t.co/trd1q4eKA7"
265,"Pfizer &amp; BioNTech announced their vaccine trial for #COVID19 for kids as young as 6 months has begun. The study follows the launch of a separate ongoing trial in kids ages 12 to 15 (results end of summer). Younger pediatric trial results due end of 2021.
https://t.co/5y5Ono8XP7"
266,"Hooray!! I just got my second COVID vaccine shot. It feels so great! Although Iâm fully vaccinated now, Iâm going to continue to mask up and practice social distancing!  https://t.co/vEXGxC238Z"
267,"@CP24 I hope the govt has enough vaccine to administer at Canadaâs Wonderland, donât want to be taken for a ride"
269,"There are vaccines every person needs, but they wear off over time, and now there are new ones specifically for older adults. - https://t.co/J5Jo4eKRuQ"
270,@SaibotNworb I agree. Itâs not freedom if contingent on getting a vaccine. Freedom includes the freedom to choose without negative repercussions.
271,"About 12 players and coaches got the Johnson and Johnson COVID-19 vaccine on Wednesday, per Steve Kerr."
272,via @NYTimes There you go. It is no excuse for our failures but it is revealing of the worldwide bureaucratic roots of incompetence. You gotta work reach back to deep reserves of institutional memory to come up with such self-confident incompetence. https://t.co/h9rEwXYxhX
273,"@project141764 @AlbertxPena @washingtonpost Biden just had to continue with what President Trump did!

Donald Trump
Strikes $1.525  Billones Deal With Moderna For 100 Millon Doses of it Covid-19 Vaccines!
https://t.co/Ng2pjWgrBT"
275,"64 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center in Worcester, MA on 03/27/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT"
276,"@thisweb @DanielFooksArt @witandwhiz Their ethics arent relevant, the efficacy of the vaccine and the impact of not taking one is. That is an intellectual and moral argument. Your argument means never using any medicines.
I wouldnt mandate vaccines, but it's not about you, avoiding one impacts others and IS selfish."
277,"@CharltonDane @arnottchris Arr behold the Astra Zeneca vaccine ye smelly landlubbers, two jabs should get ridda that scurrrrrrvy"
279,"Ranking of things I want injected in my veins:

1 - COVID vaccine
2 - more news like this: https://t.co/m9RQJ3GmNi"
